"Year","NYCHA Development","Borough","Total number of resident job placements","Average wage of such residents","Total number of resident connections to services","Total number of residents that applied for the NYCHA Resident Training Academy","Total number of residents that were accepted and enrolled","Total number residents placed into full-time or part-time jobs","Average Wage of such residents","Number of residents that enrolled in financial counseling services/workshops through the REES Zone Partner program","Total number of residents enrolled in vocational training programs through the program","Total number of residents enrolled in prep courses for English as a Second Language (ESOL) or the Test Assessing Secondary Completion (TASC) through the program"
"2020","344 EAST 28TH STREET","Manhattan","N/A","N/A","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","335 EAST 111TH STREET","Manhattan","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","154 WEST 84TH STREET","Manhattan","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","131 SAINT NICHOLAS AVENUE","Manhattan","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","WYCKOFF GARDENS","Brooklyn","13","19.20","9","6","<5","<5","15.80","N/A","N/A","N/A"
"2020","WOODSON","Brooklyn","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","WILLIAMSBURG","Brooklyn","9","18.48","7","14","<5","<5","15.53","N/A","<5","N/A"
"2020","WILLIAMS PLAZA","Brooklyn","<5","20.44","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","WHITMAN","Brooklyn","13","26.40","40","20","5","6","19.88","<5","<5","N/A"
"2020","WEEKSVILLE GARDENS","Brooklyn","<5","15.70","<5","<5","<5","<5","15.00","N/A","N/A","N/A"
"2020","VANDALIA AVENUE","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","VAN DYKE II","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","VAN DYKE I","Brooklyn","12","23.40","32","19","<5","<5","15.40","<5","<5","<5"
"2020","UNITY PLAZA (SITES 4-27)","Brooklyn","<5","18.12","17","8","<5","N/A","N/A","<5","<5","N/A"
"2020","UNITY PLAZA (SITES 17,24,25A)","Brooklyn","<5","19.03","<5","<5","<5","N/A","N/A","N/A","<5","N/A"
"2020","TOMPKINS","Brooklyn","15","18.67","33","9","<5","<5","15.20","<5","10","N/A"
"2020","TILDEN","Brooklyn","6","22.67","15","7","<5","<5","15.80","N/A","<5","<5"
"2020","TAYLOR STREET-WYTHE AVENUE","Brooklyn","<5","16.71","<5","<5","<5","<5","15.40","N/A","N/A","N/A"
"2020","TAPSCOTT STREET REHAB","Brooklyn","<5","19.33","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","SUTTER AVENUE-UNION STREET","Brooklyn","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","SURFSIDE GARDENS","Brooklyn","<5","19.33","<5","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2020","SUMNER","Brooklyn","<5","18.72","25","8","<5","<5","15.80","N/A","N/A","N/A"
"2020","STUYVESANT GARDENS II","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","STUYVESANT GARDENS I","Brooklyn","6","19.86","6","<5","<5","N/A","N/A","N/A","<5","N/A"
"2020","STERLING PLACE REHABS (STERLING-BUFFALO)","Brooklyn","<5","15.80","<5","<5","<5","<5","15.80","N/A","N/A","N/A"
"2020","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","Brooklyn","<5","24.00","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","SHEEPSHEAD BAY","Brooklyn","13","24.15","17","13","6","<5","15.40","N/A","6","N/A"
"2020","SARATOGA VILLAGE","Brooklyn","<5","20.44","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","RUTLAND TOWERS","Brooklyn","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","ROOSEVELT II","Brooklyn","<5","20.44","21","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2020","ROOSEVELT I","Brooklyn","8","18.89","28","<5","<5","<5","15.80","N/A","<5","N/A"
"2020","REID APARTMENTS","Brooklyn","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","RED HOOK WEST","Brooklyn","6","25.63","23","13","<5","<5","15.80","N/A","<5","N/A"
"2020","RED HOOK EAST","Brooklyn","9","23.74","23","13","<5","<5","15.53","<5","N/A","N/A"
"2020","RALPH AVENUE REHAB","Brooklyn","<5","15.20","<5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","PROSPECT PLAZA II","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","PROSPECT PLAZA I","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","POLICE SERVICE AREA #3 SATELLITE","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","POLICE SERVICE AREA #3","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","POLICE SERVICE AREA #1 SATELLITE","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","PINK","Brooklyn","11","21.74","22","12","<5","<5","15.00","N/A","<5","N/A"
"2020","PENNSYLVANIA AVENUE-WORTMAN AVENUE","Brooklyn","<5","22.77","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","PARK ROCK REHAB","Brooklyn","<5","28.57","7","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2020","PALMETTO GARDENS","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","O'DWYER GARDENS","Brooklyn","<5","18.90","10","10","<5","<5","15.80","N/A","N/A","N/A"
"2020","OCEAN HILL-BROWNSVILLE","Brooklyn","<5","16.48","<5","<5","<5","<5","15.53","N/A","N/A","N/A"
"2020","OCEAN HILL APARTMENTS","Brooklyn","<5","19.33","5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","NOSTRAND","Brooklyn","6","17.60","23","14","<5","<5","15.56","<5","<5","N/A"
"2020","MARLBORO","Brooklyn","12","27.48","44","10","<5","<5","15.80","6","<5","<5"
"2020","MARCY AVENUE-GREENE AVENUE SITE B","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","MARCY AVENUE-GREENE AVENUE SITE A","Brooklyn","<5","29.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","MARCY","Brooklyn","14","18.92","30","12","<5","<5","15.80","<5","<5","N/A"
"2020","LOW HOUSES","Brooklyn","8","16.61","15","10","5","5","15.32","N/A","N/A","N/A"
"2020","LONG ISLAND BAPTIST HOUSES","Brooklyn","<5","15.75","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","LINDEN","Brooklyn","18","21.93","45","12","<5","<5","15.80","N/A","<5","N/A"
"2020","LENOX ROAD-ROCKAWAY PARKWAY","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","LAFAYETTE","Brooklyn","21","27.21","26","10","<5","<5","15.00","N/A","<5","N/A"
"2020","KINGSBOROUGH EXTENSION","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","KINGSBOROUGH","Brooklyn","18","26.36","23","13","<5","<5","15.20","<5","<5","N/A"
"2020","INGERSOLL","Brooklyn","18","18.27","52","11","7","6","15.27","6","<5","N/A"
"2020","INDEPENDENCE","Brooklyn","<5","20.00","6","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","HYLAN","Brooklyn","<5","15.00","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HUGHES APARTMENTS","Brooklyn","6","22.61","19","13","<5","<5","15.80","<5","N/A","N/A"
"2020","HOWARD AVENUE-PARK PLACE","Brooklyn","<5","15.40","N/A","5","<5","<5","15.40","N/A","N/A","N/A"
"2020","HOWARD AVENUE","Brooklyn","N/A","N/A","8","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","HOWARD","Brooklyn","5","18.26","10","5","<5","<5","15.00","N/A","<5","N/A"
"2020","HOPE GARDENS","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HABER","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","GRAVESEND","Brooklyn","<5","40.65","8","9","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","GOWANUS","Brooklyn","9","27.67","11","10","<5","N/A","N/A","N/A","<5","N/A"
"2020","GLENWOOD","Brooklyn","11","17.29","24","14","<5","<5","15.53","<5","<5","N/A"
"2020","GLENMORE PLAZA","Brooklyn","7","17.21","18","8","<5","<5","15.40","<5","N/A","N/A"
"2020","GARVEY (GROUP A)","Brooklyn","<5","30.09","12","8","N/A","N/A","N/A","<5","<5","N/A"
"2020","FIORENTINO PLAZA","Brooklyn","<5","18.12","<5","6","<5","<5","15.80","N/A","N/A","N/A"
"2020","FENIMORE-LEFFERTS","Brooklyn","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","FARRAGUT","Brooklyn","10","19.03","21","21","<5","<5","15.40","N/A","N/A","N/A"
"2020","EAST NEW YORK CITY LINE","Brooklyn","<5","18.00","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","CYPRESS HILLS","Brooklyn","10","16.82","44","11","<5","<5","15.40","N/A","N/A","N/A"
"2020","CROWN HEIGHTS","Brooklyn","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","COOPER PARK","Brooklyn","12","26.38","14","11","5","<5","15.20","<5","N/A","N/A"
"2020","CONEY ISLAND I (SITES 4 & 5)","Brooklyn","<5","24.65","9","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CONEY ISLAND I (SITE 8)","Brooklyn","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CONEY ISLAND I (SITE 1B)","Brooklyn","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","CONEY ISLAND","Brooklyn","<5","16.90","<5","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2020","CAREY GARDENS","Brooklyn","<5","15.60","10","<5","<5","<5","15.40","<5","N/A","N/A"
"2020","BUSHWICK II CDA (GROUP E)","Brooklyn","<5","26.63","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BUSHWICK II (GROUPS B & D)","Brooklyn","<5","21.00","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BUSHWICK II (GROUPS A & C)","Brooklyn","N/A","N/A","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","BUSHWICK","Brooklyn","8","19.11","19","17","<5","<5","15.40","N/A","N/A","N/A"
"2020","BROWNSVILLE","Brooklyn","15","21.31","25","15","<5","<5","15.80","<5","<5","<5"
"2020","BROWN","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BREVOORT","Brooklyn","7","18.53","11","10","<5","<5","15.00","<5","<5","N/A"
"2020","BREUKELEN","Brooklyn","16","25.79","46","13","<5","<5","32.10","<5","<5","<5"
"2020","BOULEVARD","Brooklyn","9","18.84","40","14","<5","<5","15.27","N/A","6","N/A"
"2020","BORINQUEN PLAZA II","Brooklyn","N/A","N/A","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","BORINQUEN PLAZA I","Brooklyn","<5","15.80","<5","<5","<5","<5","15.80","N/A","N/A","N/A"
"2020","BERRY STREET-SOUTH 9TH STREET","Brooklyn","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","BELMONT-SUTTER AREA","Brooklyn","<5","15.00","<5","<5","<5","<5","15.00","N/A","N/A","N/A"
"2020","BEDFORD-STUYVESANT REHAB","Brooklyn","<5","15.70","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BAY VIEW","Brooklyn","15","21.27","24","24","9","6","15.40","<5","7","<5"
"2020","ATLANTIC TERMINAL SITE 4B","Brooklyn","<5","27.83","6","N/A","<5","N/A","N/A","N/A","N/A","N/A"
"2020","ARMSTRONG II","Brooklyn","<5","22.58","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","ARMSTRONG I","Brooklyn","<5","27.83","<5","<5","<5","<5","15.00","N/A","N/A","N/A"
"2020","ALBANY II","Brooklyn","6","18.15","7","8","<5","<5","15.80","N/A","N/A","N/A"
"2020","ALBANY","Brooklyn","10","28.77","17","17","<5","<5","15.80","<5","<5","N/A"
"2020","572 WARREN STREET","Brooklyn","5","17.45","<5","<5","<5","<5","15.00","N/A","N/A","N/A"
"2020","303 VERNON AVENUE","Brooklyn","<5","15.20","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","104-14 TAPSCOTT STREET","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","WEST TREMONT AVENUE-SEDGWICK AVENUE AREA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","WEST FARMS SQUARE CONVENTIONAL","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","WEST FARMS ROAD REHAB","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","WEBSTER","Bronx","<5","16.75","9","<5","<5","<5","15.40","N/A","<5","N/A"
"2020","UNIVERSITY AVENUE REHAB","Bronx","N/A","N/A","<5","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2020","UNION AVENUE-EAST 166TH STREET","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","UNION AVENUE-EAST 163RD STREET","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","TWIN PARKS WEST (SITES 1 & 2)","Bronx","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","TWIN PARKS EAST (SITE 9)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","THROGGS NECK ADDITION","Bronx","<5","29.58","<5","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2020","THROGGS NECK","Bronx","7","18.74","17","<5","<5","<5","15.80","N/A","<5","<5"
"2020","TELLER AVENUE-EAST 166TH STREET","Bronx","<5","15.00","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","STEBBINS AVENUE-HEWITT PLACE","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","SOUTH BRONX AREA (SITE 402)","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","SOUNDVIEW","Bronx","10","35.23","19","<5","<5","7","34.45","N/A","<5","N/A"
"2020","SOTOMAYOR HOUSES","Bronx","<5","15.65","21","7","N/A","N/A","N/A","N/A","<5","N/A"
"2020","SEDGWICK","Bronx","<5","17.57","8","<5","<5","<5","15.80","N/A","<5","N/A"
"2020","SAINT MARY'S PARK","Bronx","<5","16.71","5","5","<5","<5","15.40","N/A","5","N/A"
"2020","SACK WERN","Bronx","<5","30.00","<5","<5","<5","N/A","N/A","N/A","<5","N/A"
"2020","RANDALL AVENUE-BALCOM AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","PSS GRANDPARENT FAMILY APARTMENTS","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","POLICE SERVICE AREA #8","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","POLICE SERVICE AREA #7","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","PELHAM PARKWAY","Bronx","8","17.34","17","9","<5","<5","15.27","<5","<5","N/A"
"2020","PATTERSON","Bronx","5","15.85","34","10","<5","<5","15.80","<5","<5","N/A"
"2020","PARKSIDE","Bronx","<5","21.97","9","N/A","N/A","N/A","N/A","<5","<5","N/A"
"2020","MURPHY","Bronx","<5","19.50","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","MOTT HAVEN","Bronx","<5","18.63","19","8","<5","<5","15.00","<5","5","N/A"
"2020","MORRISANIA AIR RIGHTS","Bronx","5","15.80","6","<5","<5","<5","15.80","N/A","N/A","N/A"
"2020","MORRISANIA","Bronx","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","MORRIS II","Bronx","<5","15.00","8","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2020","MORRIS I","Bronx","<5","28.90","16","5","<5","<5","15.80","N/A","N/A","N/A"
"2020","MOORE","Bronx","<5","18.89","<5","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","MONROE","Bronx","5","19.33","22","<5","<5","<5","15.80","N/A","<5","N/A"
"2020","MITCHEL","Bronx","9","17.64","18","13","<5","<5","15.80","<5","<5","N/A"
"2020","MILL BROOK EXTENSION","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","MILL BROOK","Bronx","<5","15.00","15","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2020","MIDDLETOWN PLAZA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","MELROSE","Bronx","<5","15.00","8","6","<5","<5","15.00","<5","<5","N/A"
"2020","MCKINLEY","Bronx","<5","25.00","6","N/A","N/A","N/A","N/A","<5","N/A","N/A"
"2020","MARBLE HILL","Bronx","8","27.83","15","<5","<5","<5","15.00","N/A","N/A","N/A"
"2020","LONGFELLOW AVENUE REHAB","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","LA PRECIOSA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","JACKSON","Bronx","6","29.19","8","6","<5","<5","15.00","N/A","<5","N/A"
"2020","HUNTS POINT AVENUE REHAB","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HOE AVENUE-EAST 173RD STREET","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HIGHBRIDGE REHABS (NELSON AVENUE)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HIGHBRIDGE REHABS (ANDERSON AVENUE)","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HIGHBRIDGE GARDENS","Bronx","<5","18.73","9","<5","<5","<5","15.80","<5","<5","N/A"
"2020","HARRISON AVENUE REHAB (GROUP B)","Bronx","<5","25.00","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","HARRISON AVENUE REHAB (GROUP A)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","GUN HILL","Bronx","N/A","N/A","15","<5","<5","N/A","N/A","N/A","<5","N/A"
"2020","GLEBE AVENUE-WESTCHESTER AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","FRANKLIN AVENUE III CONVENTIONAL","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","FRANKLIN AVENUE II CONVENTIONAL","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","FRANKLIN AVENUE I CONVENTIONAL","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","FORT INDEPENDENCE STREET-HEATH AVENUE","Bronx","<5","15.80","6","<5","<5","<5","15.80","<5","N/A","N/A"
"2020","FOREST","Bronx","5","17.81","13","<5","<5","<5","15.00","<5","<5","N/A"
"2020","EDENWALD","Bronx","8","20.87","24","13","<5","<5","15.40","N/A","<5","N/A"
"2020","EASTCHESTER GARDENS","Bronx","<5","18.50","16","6","<5","<5","15.80","N/A","<5","N/A"
"2020","EAST 180TH STREET-MONTEREY AVENUE","Bronx","<5","25.00","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","EAST 173RD STREET-VYSE AVENUE","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","<5","N/A","N/A"
"2020","EAST 165TH STREET-BRYANT AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","EAST 152ND STREET-COURTLANDT AVENUE","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","<5","N/A","N/A"
"2020","EAGLE AVENUE-EAST 163RD STREET","Bronx","N/A","N/A","N/A","<5","<5","<5","15.80","N/A","N/A","N/A"
"2020","DAVIDSON","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","COLLEGE AVENUE-EAST 165TH STREET","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CLASON POINT GARDENS","Bronx","5","18.50","<5","<5","<5","<5","15.80","N/A","N/A","N/A"
"2020","CLAREMONT REHAB (GROUP 5)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CLAREMONT REHAB (GROUP 4)","Bronx","<5","19.33","<5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CLAREMONT REHAB (GROUP 3)","Bronx","<5","15.80","<5","N/A","<5","<5","15.80","<5","<5","N/A"
"2020","CLAREMONT REHAB (GROUP 2)","Bronx","N/A","N/A","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CLAREMONT PARKWAY-FRANKLIN AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","CASTLE HILL","Bronx","7","19.33","22","<5","N/A","N/A","N/A","N/A","<5","N/A"
"2020","BUTLER","Bronx","8","30.06","21","<5","<5","<5","26.70","N/A","<5","<5"
"2020","BRYANT AVENUE-EAST 174TH STREET","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BRONX RIVER ADDITION","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BRONX RIVER","Bronx","<5","16.27","9","6","<5","<5","15.80","<5","N/A","N/A"
"2020","BOYNTON AVENUE REHAB","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BOSTON SECOR","Bronx","<5","19.33","<5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BOSTON ROAD PLAZA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES VI","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES V","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES IV","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES III, 9A","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES III, 18","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES III, 13","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES II, 9A","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","BETANCES II, 18","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES II, 13","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","BETANCES I","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
"2020","BAYCHESTER","Bronx","<5","18.50","8","N/A","N/A","N/A","N/A","N/A","10","N/A"
"2020","BAILEY AVENUE-WEST 193RD STREET","Bronx","<5","20.44","6","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","ADAMS","Bronx","<5","17.98","24","6","<5","<5","15.00","<5","6","N/A"
"2020","1471 WATSON AVENUE","Bronx","N/A","N/A","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A"
"2020","1162-1176 WASHINGTON AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","MARBLE HILL","Bronx","5","27.82","35","16","<5","<5","15","<5","<5","<5"
"2019","LA PRECIOSA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","JACKSON","Bronx","8","39.05","15","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","HUNTS POINT AVENUE REHAB","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","HOE AVENUE-EAST 173RD STREET","Bronx","N/A","N/A","<5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","HIGHBRIDGE REHABS (NELSON AVENUE)","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","HIGHBRIDGE REHABS (ANDERSON AVENUE)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","HIGHBRIDGE GARDENS","Bronx","N/A","N/A","37","5","N/A","N/A","N/A","<5","N/A","N/A"
"2019","HARRISON AVENUE REHAB (GROUP B)","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","HARRISON AVENUE REHAB (GROUP A)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","GUN HILL","Bronx","<5","16.17","23","5","<5","<5","15","<5","<5","N/A"
"2019","GLEBE AVENUE-WESTCHESTER AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","FRANKLIN AVENUE III CONVENTIONAL","Bronx","N/A","26.63","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","FRANKLIN AVENUE II CONVENTIONAL","Bronx","<5","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","FRANKLIN AVENUE I CONVENTIONAL","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","FORT INDEPENDENCE STREET-HEATH AVENUE","Bronx","<5","22","<5","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2019","FOREST","Bronx","8","38.6","33","17","<5","<5","15","<5","N/A","<5"
"2019","EDENWALD","Bronx","20","24.05","60","20","6","6","17.09","5","N/A","N/A"
"2019","EASTCHESTER GARDENS","Bronx","<5","N/A","31","5","N/A","N/A","N/A","<5","N/A","<5"
"2019","EAST 180TH STREET-MONTEREY AVENUE","Bronx","N/A","N/A","<5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","EAST 173RD STREET-VYSE AVENUE","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","<5","N/A"
